Market_Name,Date,Comm_Long,Comm_Short,Retail_Long,Retail_Short,Comm_Long_Pct_Change,Comm_Short_Pct_Change,Retail_Long_Pct_Change,Retail_Short_Pct_Change
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2024-04-02,164790,50704,20421,31822,1.67,13.84,14.82,6.52
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2024-04-09,151421,49811,21567,30836,-8.11,-1.76,5.61,-3.1
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2024-04-16,169334,52990,18142,33403,11.83,6.38,-15.88,8.32
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2024-04-23,174015,59139,16289,34926,2.76,11.6,-10.21,4.56
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2024-04-30,157629,65235,20613,29772,-9.42,10.31,26.55,-14.76
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2024-05-07,135023,62501,19859,27865,-14.34,-4.19,-3.66,-6.41
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2024-05-14,131596,54454,25881,25852,-2.54,-12.87,30.32,-7.22
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2024-05-21,115463,63870,28387,23747,-12.26,17.29,9.68,-8.14
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2024-05-28,112209,62849,24416,23860,-2.82,-1.6,-13.99,0.48
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2024-06-04,117000,70077,26878,22498,4.27,11.5,10.08,-5.71
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2024-06-11,125453,63410,27553,24811,7.22,-9.51,2.51,10.28
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2024-06-18,86558,50174,26006,20734,-31.0,-20.87,-5.61,-16.43
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2024-06-25,82549,63206,27370,23037,-4.63,25.97,5.24,11.11
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2024-07-02,88004,76711,26736,22193,6.61,21.37,-2.32,-3.66
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2024-07-09,89192,101324,30274,20555,1.35,32.09,13.23,-7.38
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2024-07-16,84403,112286,34164,17394,-5.37,10.82,12.85,-15.38
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2024-07-23,90711,94754,33944,21087,7.47,-15.61,-0.64,21.23
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2024-07-30,94451,61621,27269,28729,4.12,-34.97,-19.66,36.24
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2024-08-06,97019,52276,22601,27145,2.72,-15.17,-17.12,-5.51
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2024-08-13,94084,45603,24636,30501,-3.03,-12.76,9.0,12.36
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2024-08-20,89429,51063,25338,24819,-4.95,11.97,2.85,-18.63
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2024-08-27,87629,80407,31461,19524,-2.01,57.47,24.17,-21.33
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2024-09-03,87254,94066,31865,17189,-0.43,16.99,1.28,-11.96
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2024-09-10,114426,111806,30094,18672,31.14,18.86,-5.56,8.63
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2024-09-17,85069,53091,27547,19403,-25.66,-52.52,-8.46,3.91
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2024-09-24,58488,63132,35139,19247,-31.25,18.91,27.56,-0.8
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2024-10-01,61915,95766,36153,16830,5.86,51.69,2.89,-12.56
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2024-10-08,59057,109310,32659,15828,-4.62,14.14,-9.66,-5.95
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2024-10-15,56412,94490,34998,16189,-4.48,-13.56,7.16,2.28
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2024-10-22,51835,93365,31126,17275,-8.11,-1.19,-11.06,6.71
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2024-10-29,57807,95665,30644,20302,11.52,2.46,-1.55,17.52
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2024-11-05,59108,90867,25478,24695,2.25,-5.02,-16.86,21.64
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2024-11-12,59537,92171,26542,23703,0.73,1.44,4.18,-4.02
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2024-11-19,64987,92093,24189,28681,9.15,-0.08,-8.87,21.0
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2024-11-26,67173,94631,23426,27744,3.36,2.76,-3.15,-3.27
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2024-12-03,71206,93492,25601,24716,6.0,-1.2,9.28,-10.91
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2024-12-10,111884,112619,26561,34311,57.13,20.46,3.75,38.82
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2024-12-17,111276,40177,21997,31565,-0.54,-64.32,-17.18,-8.0
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2024-12-24,117514,39314,23162,33192,5.61,-2.15,5.3,5.15
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2024-12-31,116636,38137,24327,31415,-0.75,-2.99,5.03,-5.35
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2025-01-07,133477,50470,23643,33217,14.44,32.34,-2.81,5.74
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2025-01-14,134239,46942,23314,32980,0.57,-6.99,-1.39,-0.71
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2025-01-21,127375,47576,24195,32698,-5.11,1.35,3.78,-0.86
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2025-01-28,129574,50573,23866,31036,1.73,6.3,-1.36,-5.08
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2025-02-04,139494,55993,22568,30760,7.66,10.72,-5.44,-0.89
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2025-02-11,123991,53547,26941,31800,-11.11,-4.37,19.38,3.38
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2025-02-18,110010,49657,25863,29493,-11.28,-7.26,-4.0,-7.25
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2025-02-25,105108,52776,24241,30993,-4.46,6.28,-6.27,5.09
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2025-03-04,111644,54615,24680,33476,6.22,3.48,1.81,8.01
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2025-03-11,163521,108120,32037,39212,46.47,97.97,29.81,17.13
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2025-03-18,117162,46203,26057,26567,-28.35,-57.27,-18.67,-32.25
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2025-03-25,119381,37052,23317,28200,1.89,-19.81,-10.52,6.15
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2025-04-01,119373,40221,24740,28029,-0.01,8.55,6.1,-0.61
BRITISH POUND - CHICAGO MERCANTILE EXCHANGE,2024-04-02,90146,129546,25106,29120,15.34,12.41,-14.1,6.62
BRITISH POUND - CHICAGO MERCANTILE EXCHANGE,2024-04-09,96196,123251,27814,29011,6.71,-4.86,10.79,-0.37
BRITISH POUND - CHICAGO MERCANTILE EXCHANGE,2024-04-16,129957,126985,21721,33312,35.1,3.03,-21.91,14.83
BRITISH POUND - CHICAGO MERCANTILE EXCHANGE,2024-04-23,162986,122133,22465,37085,25.42,-3.82,3.43,11.33
BRITISH POUND - CHICAGO MERCANTILE EXCHANGE,2024-04-30,162366,118806,21215,35785,-0.38,-2.72,-5.56,-3.51
BRITISH POUND - CHICAGO MERCANTILE EXCHANGE,2024-05-07,141835,108865,21445,32602,-12.64,-8.37,1.08,-8.89
BRITISH POUND - CHICAGO MERCANTILE EXCHANGE,2024-05-14,137917,111122,25869,32589,-2.76,2.07,20.63,-0.04
BRITISH POUND - CHICAGO MERCANTILE EXCHANGE,2024-05-21,111397,111417,28849,29882,-19.23,0.27,11.52,-8.31
BRITISH POUND - CHICAGO MERCANTILE EXCHANGE,2024-05-28,118109,150282,33632,26861,6.03,34.88,16.58,-10.11
BRITISH POUND - CHICAGO MERCANTILE EXCHANGE,2024-06-04,112717,161495,34034,28466,-4.57,7.46,1.2,5.98
BRITISH POUND - CHICAGO MERCANTILE EXCHANGE,2024-06-11,118817,175251,32264,27951,5.41,8.52,-5.2,-1.81
BRITISH POUND - CHICAGO MERCANTILE EXCHANGE,2024-06-18,64996,113756,29039,27900,-45.3,-35.09,-10.0,-0.18
BRITISH POUND - CHICAGO MERCANTILE EXCHANGE,2024-06-25,69497,114523,28209,27231,6.93,0.67,-2.86,-2.4
BRITISH POUND - CHICAGO MERCANTILE EXCHANGE,2024-07-02,52797,117856,30408,27390,-24.03,2.91,7.8,0.58
BRITISH POUND - CHICAGO MERCANTILE EXCHANGE,2024-07-09,46249,140835,34670,24774,-12.4,19.5,14.02,-9.55
BRITISH POUND - CHICAGO MERCANTILE EXCHANGE,2024-07-16,50803,199921,40067,23851,9.85,41.95,15.57,-3.73
BRITISH POUND - CHICAGO MERCANTILE EXCHANGE,2024-07-23,57005,211274,37509,25423,12.21,5.68,-6.38,6.59
BRITISH POUND - CHICAGO MERCANTILE EXCHANGE,2024-07-30,59012,182171,37321,25633,3.52,-13.78,-0.5,0.83
BRITISH POUND - CHICAGO MERCANTILE EXCHANGE,2024-08-06,58800,139880,33006,26325,-0.36,-23.22,-11.56,2.7
BRITISH POUND - CHICAGO MERCANTILE EXCHANGE,2024-08-13,57134,115474,36458,25930,-2.83,-17.45,10.46,-1.5
BRITISH POUND - CHICAGO MERCANTILE EXCHANGE,2024-08-20,55248,135203,37610,25166,-3.3,17.09,3.16,-2.95
BRITISH POUND - CHICAGO MERCANTILE EXCHANGE,2024-08-27,65042,170287,41570,26256,17.73,25.95,10.53,4.33
BRITISH POUND - CHICAGO MERCANTILE EXCHANGE,2024-09-03,69973,190928,39617,26740,7.58,12.12,-4.7,1.84
BRITISH POUND - CHICAGO MERCANTILE EXCHANGE,2024-09-10,69944,177222,42246,25256,-0.04,-7.18,6.64,-5.55
BRITISH POUND - CHICAGO MERCANTILE EXCHANGE,2024-09-17,47645,127396,37880,21108,-31.88,-28.12,-10.33,-16.42
BRITISH POUND - CHICAGO MERCANTILE EXCHANGE,2024-09-24,52374,156757,40935,23544,9.93,23.05,8.06,11.54
BRITISH POUND - CHICAGO MERCANTILE EXCHANGE,2024-10-01,51360,162795,41576,23906,-1.94,3.85,1.57,1.54
BRITISH POUND - CHICAGO MERCANTILE EXCHANGE,2024-10-08,54329,162337,38166,23293,5.78,-0.28,-8.2,-2.56
BRITISH POUND - CHICAGO MERCANTILE EXCHANGE,2024-10-15,54936,154384,37756,24110,1.12,-4.9,-1.07,3.51
BRITISH POUND - CHICAGO MERCANTILE EXCHANGE,2024-10-22,50886,131948,31925,25439,-7.37,-14.53,-15.44,5.51
BRITISH POUND - CHICAGO MERCANTILE EXCHANGE,2024-10-29,48596,122897,32508,24563,-4.5,-6.86,1.83,-3.44
BRITISH POUND - CHICAGO MERCANTILE EXCHANGE,2024-11-05,56459,112019,35517,25041,16.18,-8.85,9.26,1.95
BRITISH POUND - CHICAGO MERCANTILE EXCHANGE,2024-11-12,54642,113790,29405,26307,-3.22,1.58,-17.21,5.06
BRITISH POUND - CHICAGO MERCANTILE EXCHANGE,2024-11-19,80547,119613,28148,29397,47.41,5.12,-4.27,11.75
BRITISH POUND - CHICAGO MERCANTILE EXCHANGE,2024-11-26,108932,121718,22563,31411,35.24,1.76,-19.84,6.85
BRITISH POUND - CHICAGO MERCANTILE EXCHANGE,2024-12-03,114068,123063,23219,33550,4.71,1.11,2.91,6.81
BRITISH POUND - CHICAGO MERCANTILE EXCHANGE,2024-12-10,162912,184816,26568,31789,42.82,50.18,14.42,-5.25
BRITISH POUND - CHICAGO MERCANTILE EXCHANGE,2024-12-17,71728,87986,24964,30353,-55.97,-52.39,-6.04,-4.52
BRITISH POUND - CHICAGO MERCANTILE EXCHANGE,2024-12-24,76000,88844,25928,32407,5.96,0.98,3.86,6.77
BRITISH POUND - CHICAGO MERCANTILE EXCHANGE,2024-12-31,74237,88489,24856,31439,-2.32,-0.4,-4.13,-2.99
BRITISH POUND - CHICAGO MERCANTILE EXCHANGE,2025-01-07,78373,84096,25328,34111,5.57,-4.96,1.9,8.5
BRITISH POUND - CHICAGO MERCANTILE EXCHANGE,2025-01-14,94313,79328,21817,37240,20.34,-5.67,-13.86,9.17
BRITISH POUND - CHICAGO MERCANTILE EXCHANGE,2025-01-21,111968,83219,21903,42395,18.72,4.9,0.39,13.84
BRITISH POUND - CHICAGO MERCANTILE EXCHANGE,2025-01-28,121421,82067,21081,38763,8.44,-1.38,-3.75,-8.57
BRITISH POUND - CHICAGO MERCANTILE EXCHANGE,2025-02-04,111619,86590,22951,36657,-8.07,5.51,8.87,-5.43
BRITISH POUND - CHICAGO MERCANTILE EXCHANGE,2025-02-11,105189,88709,24316,37628,-5.76,2.45,5.95,2.65
BRITISH POUND - CHICAGO MERCANTILE EXCHANGE,2025-02-18,100001,89204,24129,34347,-4.93,0.56,-0.77,-8.72
BRITISH POUND - CHICAGO MERCANTILE EXCHANGE,2025-02-25,95277,89091,24992,35641,-4.72,-0.13,3.58,3.77
BRITISH POUND - CHICAGO MERCANTILE EXCHANGE,2025-03-04,81410,95120,27706,32570,-14.55,6.77,10.86,-8.62
BRITISH POUND - CHICAGO MERCANTILE EXCHANGE,2025-03-11,92023,124384,41071,37903,13.04,30.77,48.24,16.37
BRITISH POUND - CHICAGO MERCANTILE EXCHANGE,2025-03-18,48822,87566,33403,24061,-46.95,-29.6,-18.67,-36.52
BRITISH POUND - CHICAGO MERCANTILE EXCHANGE,2025-03-25,48843,99525,32226,25827,0.04,13.66,-3.52,7.34
BRITISH POUND - CHICAGO MERCANTILE EXCHANGE,2025-04-01,50320,89110,30248,26084,3.02,-10.46,-6.14,1.0
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2024-04-02,120307,67826,27748,29006,-0.74,1.65,1.02,-8.37
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2024-04-09,127944,69604,27190,32145,6.35,2.62,-2.01,10.82
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2024-04-16,166834,75262,27645,36402,30.4,8.13,1.67,13.24
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2024-04-23,157017,72555,29237,37249,-5.88,-3.6,5.76,2.33
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2024-04-30,144359,73869,28321,35610,-8.06,1.81,-3.13,-4.4
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2024-05-07,148390,76545,29719,32343,2.79,3.62,4.94,-9.17
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2024-05-14,147626,69406,32492,30409,-0.51,-9.33,9.33,-5.98
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2024-05-21,164291,72434,29011,30044,11.29,4.36,-10.71,-1.2
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2024-05-28,189745,99392,29401,33169,15.49,37.22,1.34,10.4
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2024-06-04,193449,93545,27528,35793,1.95,-5.88,-6.37,7.91
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2024-06-11,231560,93499,29714,38282,19.7,-0.05,7.94,6.95
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2024-06-18,292398,134019,25799,36247,26.27,43.34,-13.18,-5.32
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2024-06-25,214107,87777,29063,32981,-26.78,-34.5,12.65,-9.01
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2024-07-02,205557,81054,29321,33472,-3.99,-7.66,0.89,1.49
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2024-07-09,198168,84860,31676,33772,-3.59,4.7,8.03,0.9
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2024-07-16,219027,81448,29000,34106,10.53,-4.02,-8.45,0.99
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2024-07-23,253851,85187,30068,37129,15.9,4.59,3.68,8.86
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2024-07-30,289776,85990,31470,38993,14.15,0.94,4.66,5.02
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2024-08-06,274249,88811,31460,35266,-5.36,3.28,-0.03,-9.56
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2024-08-13,265254,84296,31163,32510,-3.28,-5.08,-0.94,-7.81
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2024-08-20,258246,91240,30062,32658,-2.64,8.24,-3.53,0.46
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2024-08-27,228771,122627,32042,28184,-11.41,34.4,6.59,-13.7
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2024-09-03,178469,116456,33726,27195,-21.99,-5.03,5.26,-3.51
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2024-09-10,176814,109896,30986,28951,-0.93,-5.63,-8.12,6.46
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2024-09-17,197838,129777,32218,27129,11.89,18.09,3.98,-6.29
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2024-09-24,153065,93319,31425,25582,-22.63,-28.09,-2.46,-5.7
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2024-10-01,156149,95981,32088,22253,2.01,2.85,2.11,-13.01
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2024-10-08,168983,82753,30344,27423,8.22,-13.78,-5.44,23.23
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2024-10-15,226425,102519,29024,30537,33.99,23.89,-4.35,11.36
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2024-10-22,245856,97161,28637,36701,8.58,-5.23,-1.33,20.19
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2024-10-29,266311,92045,28068,34835,8.32,-5.27,-1.99,-5.08
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2024-11-05,272938,92020,28368,34057,2.49,-0.03,1.07,-2.23
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2024-11-12,283278,91946,28728,37671,3.79,-0.08,1.27,10.61
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2024-11-19,285755,95079,30046,37156,0.87,3.41,4.59,-1.37
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2024-11-26,259420,100850,31209,35777,-9.22,6.07,3.87,-3.71
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2024-12-03,261571,96066,31609,37768,0.83,-4.74,1.28,5.57
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2024-12-10,333506,137570,30191,44573,27.5,43.2,-4.49,18.02
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2024-12-17,430972,235515,28710,42112,29.22,71.2,-4.91,-5.52
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2024-12-24,299476,111079,27426,39103,-30.51,-52.84,-4.47,-7.15
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2024-12-31,299876,110756,26886,40298,0.13,-0.29,-1.97,3.06
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2025-01-07,303241,110774,27806,41684,1.12,0.02,3.42,3.44
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2025-01-14,292957,111476,27533,41861,-3.39,0.63,-0.98,0.42
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2025-01-21,278535,115457,27246,39537,-4.92,3.57,-1.04,-5.55
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2025-01-28,276259,113289,26467,41836,-0.82,-1.88,-2.86,5.81
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2025-02-04,293323,122481,25707,36105,6.18,8.11,-2.87,-13.7
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2025-02-11,275360,112763,25075,36838,-6.12,-7.93,-2.46,2.03
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2025-02-18,266233,115021,26645,33214,-3.31,2.0,6.26,-9.84
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2025-02-25,261075,118254,27768,32683,-1.94,2.81,4.21,-1.6
